;Region;Country_code;Name;Substance;Year;CO2_emissions
446;Central Europe;CYP;Cyprus;CO2;1981;3131.310151
447;Central Europe;CZE;Czech Republic;CO2;1981;194166.4337
448;OECD_Europe;DEU;Germany;CO2;1981;1099965.314
449;OECD_Europe;DNK;Denmark;CO2;1981;54553.76836
450;OECD_Europe;ESP;Spain;CO2;1981;220606.7413
451;Central Europe;EST;Estonia;CO2;1981;41350.7809
452;OECD_Europe;FIN;Finland;CO2;1981;48009.17969
453;OECD_Europe;FRA;France;CO2;1981;456711.6474
454;OECD_Europe;GBR;United Kingdom;CO2;1981;589020.9909
455;OECD_Europe;GRC;Greece;CO2;1981;53008.44922
456;Central Europe;HRV;Croatia;CO2;1981;24523.39856
457;Central Europe;HUN;Hungary;CO2;1981;90360.20528
458;OECD_Europe;IRL;Ireland;CO2;1981;27663.93614
459;OECD_Europe;ISL;Iceland;CO2;1981;2340.145288
460;OECD_Europe;ITA;Italy;CO2;1981;386229.5835
461;Central Europe;LTU;Lithuania;CO2;1981;31910.51179
462;OECD_Europe;LUX;Luxembourg;CO2;1981;11682.59378
463;Central Europe;LVA;Latvia;CO2;1981;18058.84913
464;Central Europe;MKD;North Macedonia;CO2;1981;9700.237745
465;Central Europe;MLT;Malta;CO2;1981;1155.593704
466;OECD_Europe;NLD;Netherlands;CO2;1981;154247.292
467;OECD_Europe;NOR;Norway;CO2;1981;35675.57609
468;Central Europe;POL;Poland;CO2;1981;418967.2472
469;OECD_Europe;PRT;Portugal;CO2;1981;30054.94415
470;Central Europe;ROU;Romania;CO2;1981;201692.8267
471;Central Europe;SVK;Slovakia;CO2;1981;60831.01668
472;Central Europe;SVN;Slovenia;CO2;1981;11566.37229
473;OECD_Europe;SWE;Sweden;CO2;1981;71035.80875
474;Russia +;RUS;Russia;CO2;1981;1923541.791
475;Ukraine +;UKR;Ukraine;CO2;1981;674333.8496
476;Ukraine +;BLR;Belarus;CO2;1981;100447.9017
477;Ukraine +;MDA;Moldova;CO2;1981;28774.30074
478;Central Europe;SRB;Serbia;CO2;1981;50609.2068192
479;Central Europe;MNE;Montenegro;CO2;1981;2108.7169508
480;Central Europe;ALB;Albania;CO2;1982;7273.021913
481;OECD_Europe;AUT;Austria;CO2;1982;55836.41732
482;OECD_Europe;BEL;Belgium;CO2;1982;118126.8212
483;Central Europe;BGR;Bulgaria;CO2;1982;92591.99466
484;Central Europe;BIH;Bosnia and Herzegovina;CO2;1982;17080.40949
485;OECD_Europe;CHE;Switzerland;CO2;1982;38797.52362
486;Central Europe;CYP;Cyprus;CO2;1982;3164.957305
487;Central Europe;CZE;Czech Republic;CO2;1982;196148.1907
488;OECD_Europe;DEU;Germany;CO2;1982;1054040.136
489;OECD_Europe;DNK;Denmark;CO2;1982;56846.74308
490;OECD_Europe;ESP;Spain;CO2;1982;214153.5159
491;Central Europe;EST;Estonia;CO2;1982;41515.82255
492;OECD_Europe;FIN;Finland;CO2;1982;46263.09131
493;OECD_Europe;FRA;France;CO2;1982;435664.1947
494;OECD_Europe;GBR;United Kingdom;CO2;1982;573100.9705
495;OECD_Europe;GRC;Greece;CO2;1982;54147.61381
496;Central Europe;HRV;Croatia;CO2;1982;24793.53233
497;Central Europe;HUN;Hungary;CO2;1982;90554.6035
498;OECD_Europe;IRL;Ireland;CO2;1982;27374.39674
499;OECD_Europe;ISL;Iceland;CO2;1982;1979.754049
500;OECD_Europe;ITA;Italy;CO2;1982;378052.8184
501;Central Europe;LTU;Lithuania;CO2;1982;32023.03542
502;OECD_Europe;LUX;Luxembourg;CO2;1982;10924.26395
503;Central Europe;LVA;Latvia;CO2;1982;18438.27178
504;Central Europe;MKD;North Macedonia;CO2;1982;8320.913146
505;Central Europe;MLT;Malta;CO2;1982;1322.935916
506;OECD_Europe;NLD;Netherlands;CO2;1982;143946.3306
507;OECD_Europe;NOR;Norway;CO2;1982;32256.63574
508;Central Europe;POL;Poland;CO2;1982;425205.1738
509;OECD_Europe;PRT;Portugal;CO2;1982;31933.51318
510;Central Europe;ROU;Romania;CO2;1982;200560.4891
511;Central Europe;SVK;Slovakia;CO2;1982;59074.86101
512;Central Europe;SVN;Slovenia;CO2;1982;11291.40699
513;OECD_Europe;SWE;Sweden;CO2;1982;64904.67983
514;Russia +;RUS;Russia;CO2;1982;1951446.042
515;Ukraine +;UKR;Ukraine;CO2;1982;672416.8389
516;Ukraine +;BLR;Belarus;CO2;1982;101384.9126
517;Ukraine +;MDA;Moldova;CO2;1982;29090.27875
518;Central Europe;SRB;Serbia;CO2;1982;54185.8873728
519;Central Europe;MNE;Montenegro;CO2;1982;2257.7453072000003
520;Central Europe;ALB;Albania;CO2;1983;7792.231446
521;OECD_Europe;AUT;Austria;CO2;1983;55852.22396
522;OECD_Europe;BEL;Belgium;CO2;1983;108440.302
523;Central Europe;BGR;Bulgaria;CO2;1983;91651.35816
524;Central Europe;BIH;Bosnia and Herzegovina;CO2;1983;18083.90222
525;OECD_Europe;CHE;Switzerland;CO2;1983;42892.62094
526;Central Europe;CYP;Cyprus;CO2;1983;3150.692314
527;Central Europe;CZE;Czech Republic;CO2;1983;196801.6101
528;OECD_Europe;DEU;Germany;CO2;1983;1069550.522
529;OECD_Europe;DNK;Denmark;CO2;1983;53308.84718
530;OECD_Europe;ESP;Spain;CO2;1983;217304.8852
531;Central Europe;EST;Estonia;CO2;1983;41252.18472
532;OECD_Europe;FIN;Finland;CO2;1983;44677.23296
533;OECD_Europe;FRA;France;CO2;1983;416533.8732
534;OECD_Europe;GBR;United Kingdom;CO2;1983;566265.2719
535;OECD_Europe;GRC;Greece;CO2;1983;57632.05661
536;Central Europe;HRV;Croatia;CO2;1983;27880.76744
537;Central Europe;HUN;Hungary;CO2;1983;86841.03444
538;OECD_Europe;IRL;Ireland;CO2;1983;26968.76359
539;OECD_Europe;ISL;Iceland;CO2;1983;2021.10541
540;OECD_Europe;ITA;Italy;CO2;1983;373715.9225
541;Central Europe;LTU;Lithuania;CO2;1983;32185.36517
542;OECD_Europe;LUX;Luxembourg;CO2;1983;10150.55524
543;Central Europe;LVA;Latvia;CO2;1983;18658.81393
544;Central Europe;MKD;North Macedonia;CO2;1983;7744.836684
545;Central Europe;MLT;Malta;CO2;1983;980.7846548
546;OECD_Europe;NLD;Netherlands;CO2;1983;139367.5122
547;OECD_Europe;NOR;Norway;CO2;1983;32129.83197
548;Central Europe;POL;Poland;CO2;1983;429176.1322
549;OECD_Europe;PRT;Portugal;CO2;1983;30981.57184
550;Central Europe;ROU;Romania;CO2;1983;202559.884
551;Central Europe;SVK;Slovakia;CO2;1983;58853.75879
552;Central Europe;SVN;Slovenia;CO2;1983;13857.04672
553;OECD_Europe;SWE;Sweden;CO2;1983;59075.84826
554;Russia +;RUS;Russia;CO2;1983;1985113.299
555;Ukraine +;UKR;Ukraine;CO2;1983;672962.1365
556;Ukraine +;BLR;Belarus;CO2;1983;101920.3764
557;Ukraine +;MDA;Moldova;CO2;1983;29314.77694
558;Central Europe;SRB;Serbia;CO2;1983;57363.0950112
559;Central Europe;MNE;Montenegro;CO2;1983;2390.1289588
560;Central Europe;ALB;Albania;CO2;1984;8431.155879
561;OECD_Europe;AUT;Austria;CO2;1984;57659.48979
562;OECD_Europe;BEL;Belgium;CO2;1984;111235.9283
563;Central Europe;BGR;Bulgaria;CO2;1984;90112.26434
564;Central Europe;BIH;Bosnia and Herzegovina;CO2;1984;18843.26492
565;OECD_Europe;CHE;Switzerland;CO2;1984;42380.55511
566;Central Europe;CYP;Cyprus;CO2;1984;3202.722069
567;Central Europe;CZE;Czech Republic;CO2;1984;199356.3246
568;OECD_Europe;DEU;Germany;CO2;1984;1085737.302
569;OECD_Europe;DNK;Denmark;CO2;1984;54945.88198
570;OECD_Europe;ESP;Spain;CO2;1984;206432.1598
571;Central Europe;EST;Estonia;CO2;1984;40214.22947
572;OECD_Europe;FIN;Finland;CO2;1984;46021.17805
573;OECD_Europe;FRA;France;CO2;1984;404967.3183
574;OECD_Europe;GBR;United Kingdom;CO2;1984;549960.3004
575;OECD_Europe;GRC;Greece;CO2;1984;59033.42117
576;Central Europe;HRV;Croatia;CO2;1984;28682.07472
577;Central Europe;HUN;Hungary;CO2;1984;88407.2036
578;OECD_Europe;IRL;Ireland;CO2;1984;26984.5118
579;OECD_Europe;ISL;Iceland;CO2;1984;2245.91868
580;OECD_Europe;ITA;Italy;CO2;1984;379190.8187
581;Central Europe;LTU;Lithuania;CO2;1984;32774.50572
582;OECD_Europe;LUX;Luxembourg;CO2;1984;11193.41661
583;Central Europe;LVA;Latvia;CO2;1984;18729.3584
584;Central Europe;MKD;North Macedonia;CO2;1984;9075.68971
585;Central Europe;MLT;Malta;CO2;1984;1338.033965
586;OECD_Europe;NLD;Netherlands;CO2;1984;145504.7754
587;OECD_Europe;NOR;Norway;CO2;1984;34107.29105
588;Central Europe;POL;Poland;CO2;1984;444487.1296
589;OECD_Europe;PRT;Portugal;CO2;1984;30269.92735
590;Central Europe;ROU;Romania;CO2;1984;200178.2673
591;Central Europe;SVK;Slovakia;CO2;1984;61050.88684
592;Central Europe;SVN;Slovenia;CO2;1984;14020.534
593;OECD_Europe;SWE;Sweden;CO2;1984;58570.484
594;Russia +;RUS;Russia;CO2;1984;2020414.828
595;Ukraine +;UKR;Ukraine;CO2;1984;676075.5033
596;Ukraine +;BLR;Belarus;CO2;1984;101450.6088
597;Ukraine +;MDA;Moldova;CO2;1984;29559.15605
598;Central Europe;SRB;Serbia;CO2;1984;59147.10496319999
599;Central Europe;MNE;Montenegro;CO2;1984;2464.4627068
600;Central Europe;ALB;Albania;CO2;1985;8073.940436
601;OECD_Europe;AUT;Austria;CO2;1985;59131.42615
602;OECD_Europe;BEL;Belgium;CO2;1985;108806.6043
603;Central Europe;BGR;Bulgaria;CO2;1985;92278.51727
604;Central Europe;BIH;Bosnia and Herzegovina;CO2;1985;19848.10747
605;OECD_Europe;CHE;Switzerland;CO2;1985;45576.99049
606;Central Europe;CYP;Cyprus;CO2;1985;3146.376368
607;Central Europe;CZE;Czech Republic;CO2;1985;196748.8148
608;OECD_Europe;DEU;Germany;CO2;1985;1086340.214
609;OECD_Europe;DNK;Denmark;CO2;1985;62743.23919
610;OECD_Europe;ESP;Spain;CO2;1985;199700.4276
611;Central Europe;EST;Estonia;CO2;1985;39379.44266
612;OECD_Europe;FIN;Finland;CO2;1985;50455.78289
613;OECD_Europe;FRA;France;CO2;1985;394706.7723
614;OECD_Europe;GBR;United Kingdom;CO2;1985;576542.7021
615;OECD_Europe;GRC;Greece;CO2;1985;62446.89224
616;Central Europe;HRV;Croatia;CO2;1985;29440.77378
617;Central Europe;HUN;Hungary;CO2;1985;88348.18312
618;OECD_Europe;IRL;Ireland;CO2;1985;28588.19973
619;OECD_Europe;ISL;Iceland;CO2;1985;2135.109705
620;OECD_Europe;ITA;Italy;CO2;1985;378926.5223
621;Central Europe;LTU;Lithuania;CO2;1985;32741.11242
622;OECD_Europe;LUX;Luxembourg;CO2;1985;11316.10147
623;Central Europe;LVA;Latvia;CO2;1985;18770.99543
624;Central Europe;MKD;North Macedonia;CO2;1985;9629.144558
625;Central Europe;MLT;Malta;CO2;1985;1169.074836
626;OECD_Europe;NLD;Netherlands;CO2;1985;149774.9877
627;OECD_Europe;NOR;Norway;CO2;1985;34981.66762
628;Central Europe;POL;Poland;CO2;1985;454635.0656
629;OECD_Europe;PRT;Portugal;CO2;1985;28832.91065
630;Central Europe;ROU;Romania;CO2;1985;199183.8441
631;Central Europe;SVK;Slovakia;CO2;1985;60808.63758
632;Central Europe;SVN;Slovenia;CO2;1985;13679.27989
633;OECD_Europe;SWE;Sweden;CO2;1985;62555.34057
634;Russia +;RUS;Russia;CO2;1985;2059489.956
635;Ukraine +;UKR;Ukraine;CO2;1985;678383.7419
636;Ukraine +;BLR;Belarus;CO2;1985;101444.5542
637;Ukraine +;MDA;Moldova;CO2;1985;29770.54971
638;Central Europe;SRB;Serbia;CO2;1985;62224.1404608
639;Central Europe;MNE;Montenegro;CO2;1985;2592.6725192000004
640;Central Europe;ALB;Albania;CO2;1986;8151.358862
641;OECD_Europe;AUT;Austria;CO2;1986;57923.02836
642;OECD_Europe;BEL;Belgium;CO2;1986;109370.7814
643;Central Europe;BGR;Bulgaria;CO2;1986;93376.15166
644;Central Europe;BIH;Bosnia and Herzegovina;CO2;1986;20783.25501
645;OECD_Europe;CHE;Switzerland;CO2;1986;45482.7325
646;Central Europe;CYP;Cyprus;CO2;1986;3497.542821
647;Central Europe;CZE;Czech Republic;CO2;1986;194794.3079
648;OECD_Europe;DEU;Germany;CO2;1986;1080194.01
649;OECD_Europe;DNK;Denmark;CO2;1986;63374.76856
650;OECD_Europe;ESP;Spain;CO2;1986;203571.9573
651;Central Europe;EST;Estonia;CO2;1986;38361.42084
652;OECD_Europe;FIN;Finland;CO2;1986;50561.20548
653;OECD_Europe;FRA;France;CO2;1986;382601.0081
654;OECD_Europe;GBR;United Kingdom;CO2;1986;590533.7047
655;OECD_Europe;GRC;Greece;CO2;1986;62039.94455
656;Central Europe;HRV;Croatia;CO2;1986;31837.3267
657;Central Europe;HUN;Hungary;CO2;1986;86956.34494
658;OECD_Europe;IRL;Ireland;CO2;1986;29549.87461
659;OECD_Europe;ISL;Iceland;CO2;1986;2142.219707
660;OECD_Europe;ITA;Italy;CO2;1986;380777.1551
661;Central Europe;LTU;Lithuania;CO2;1986;33269.35593
662;OECD_Europe;LUX;Luxembourg;CO2;1986;11047.63927
663;Central Europe;LVA;Latvia;CO2;1986;19124.03328
664;Central Europe;MKD;North Macedonia;CO2;1986;9915.884906
665;Central Europe;MLT;Malta;CO2;1986;1883.442603
666;OECD_Europe;NLD;Netherlands;CO2;1986;152111.2296
667;OECD_Europe;NOR;Norway;CO2;1986;37373.43587
668;Central Europe;POL;Poland;CO2;1986;462246.6903
669;OECD_Europe;PRT;Portugal;CO2;1986;32942.07942
670;Central Europe;ROU;Romania;CO2;1986;204894.2803
671;Central Europe;SVK;Slovakia;CO2;1986;57988.75949
672;Central Europe;SVN;Slovenia;CO2;1986;13558.76542
673;OECD_Europe;SWE;Sweden;CO2;1986;64211.20161
674;Russia +;RUS;Russia;CO2;1986;2126782.273
675;Ukraine +;UKR;Ukraine;CO2;1986;692580.7023
676;Ukraine +;BLR;Belarus;CO2;1986;101894.3975
677;Ukraine +;MDA;Moldova;CO2;1986;30601.85766
678;Central Europe;SRB;Serbia;CO2;1986;64815.0853344
679;Central Europe;MNE;Montenegro;CO2;1986;2700.6285556
680;Central Europe;ALB;Albania;CO2;1987;8292.707712
681;OECD_Europe;AUT;Austria;CO2;1987;58507.50055
682;OECD_Europe;BEL;Belgium;CO2;1987;109475.5481
683;Central Europe;BGR;Bulgaria;CO2;1987;93714.96871
684;Central Europe;BIH;Bosnia and Herzegovina;CO2;1987;19204.41688
685;OECD_Europe;CHE;Switzerland;CO2;1987;43891.17809
686;Central Europe;CYP;Cyprus;CO2;1987;4059.311623
687;Central Europe;CZE;Czech Republic;CO2;1987;194638.352
688;OECD_Europe;DEU;Germany;CO2;1987;1072252.383
689;OECD_Europe;DNK;Denmark;CO2;1987;61409.68895
690;OECD_Europe;ESP;Spain;CO2;1987;204761.2737
691;Central Europe;EST;Estonia;CO2;1987;37733.50416
692;OECD_Europe;FIN;Finland;CO2;1987;55223.15759
693;OECD_Europe;FRA;France;CO2;1987;375772.7062
694;OECD_Europe;GBR;United Kingdom;CO2;1987;595184.6859
695;OECD_Europe;GRC;Greece;CO2;1987;67229.63952
696;Central Europe;HRV;Croatia;CO2;1987;31114.47455
697;Central Europe;HUN;Hungary;CO2;1987;88062.9623
698;OECD_Europe;IRL;Ireland;CO2;1987;31110.86395
699;OECD_Europe;ISL;Iceland;CO2;1987;2180.192685
700;OECD_Europe;ITA;Italy;CO2;1987;400334.8889
701;Central Europe;LTU;Lithuania;CO2;1987;33615.42515
702;OECD_Europe;LUX;Luxembourg;CO2;1987;10445.16415
703;Central Europe;LVA;Latvia;CO2;1987;19375.89711
704;Central Europe;MKD;North Macedonia;CO2;1987;9536.281176
705;Central Europe;MLT;Malta;CO2;1987;1974.489424
706;OECD_Europe;NLD;Netherlands;CO2;1987;156376.1807
707;OECD_Europe;NOR;Norway;CO2;1987;36051.34446
708;Central Europe;POL;Poland;CO2;1987;478204.8112
709;OECD_Europe;PRT;Portugal;CO2;1987;33041.25119
710;Central Europe;ROU;Romania;CO2;1987;212254.7217
711;Central Europe;SVK;Slovakia;CO2;1987;59821.23691
712;Central Europe;SVN;Slovenia;CO2;1987;12912.38415
713;OECD_Europe;SWE;Sweden;CO2;1987;62246.5934
714;Russia +;RUS;Russia;CO2;1987;2189163.867
715;Ukraine +;UKR;Ukraine;CO2;1987;713962.6667
716;Ukraine +;BLR;Belarus;CO2;1987;102491.0464
717;Ukraine +;MDA;Moldova;CO2;1987;31329.11292
718;Central Europe;SRB;Serbia;CO2;1987;61473.431462399996
719;Central Europe;MNE;Montenegro;CO2;1987;2561.3929776
720;Central Europe;ALB;Albania;CO2;1988;8199.593384
721;OECD_Europe;AUT;Austria;CO2;1988;57110.59076
722;OECD_Europe;BEL;Belgium;CO2;1988;111728.1145
723;Central Europe;BGR;Bulgaria;CO2;1988;92857.61784
724;Central Europe;BIH;Bosnia and Herzegovina;CO2;1988;19545.82909
725;OECD_Europe;CHE;Switzerland;CO2;1988;43846.19295
726;Central Europe;CYP;Cyprus;CO2;1988;4114.173743
727;Central Europe;CZE;Czech Republic;CO2;1988;190622.6612
728;OECD_Europe;DEU;Germany;CO2;1988;1065979.888
729;OECD_Europe;DNK;Denmark;CO2;1988;57488.57324
730;OECD_Europe;ESP;Spain;CO2;1988;208937.0701
731;Central Europe;EST;Estonia;CO2;1988;35806.88396
732;OECD_Europe;FIN;Finland;CO2;1988;53867.36207
733;OECD_Europe;FRA;France;CO2;1988;375843.9202
734;OECD_Europe;GBR;United Kingdom;CO2;1988;592890.4476
735;OECD_Europe;GRC;Greece;CO2;1988;71736.24614
736;Central Europe;HRV;Croatia;CO2;1988;34205.38054
737;Central Europe;HUN;Hungary;CO2;1988;83356.67838
738;OECD_Europe;IRL;Ireland;CO2;1988;30228.24827
739;OECD_Europe;ISL;Iceland;CO2;1988;2301.142382
740;OECD_Europe;ITA;Italy;CO2;1988;405096.6836
741;Central Europe;LTU;Lithuania;CO2;1988;33596.62167
742;OECD_Europe;LUX;Luxembourg;CO2;1988;10915.93018
743;Central Europe;LVA;Latvia;CO2;1988;19333.91466
744;Central Europe;MKD;North Macedonia;CO2;1988;9678.430969
745;Central Europe;MLT;Malta;CO2;1988;2147.519326
746;OECD_Europe;NLD;Netherlands;CO2;1988;156368.0799
747;OECD_Europe;NOR;Norway;CO2;1988;37065.82893
748;Central Europe;POL;Poland;CO2;1988;468013.5224
749;OECD_Europe;PRT;Portugal;CO2;1988;34091.28742
750;Central Europe;ROU;Romania;CO2;1988;216421.8806
751;Central Europe;SVK;Slovakia;CO2;1988;60874.35555
752;Central Europe;SVN;Slovenia;CO2;1988;17269.99993
753;OECD_Europe;SWE;Sweden;CO2;1988;60490.71684
754;Russia +;RUS;Russia;CO2;1988;2241071.665
755;Ukraine +;UKR;Ukraine;CO2;1988;722081.0997
756;Ukraine +;BLR;Belarus;CO2;1988;100900.6519
757;Ukraine +;MDA;Moldova;CO2;1988;31539.81085
758;Central Europe;SRB;Serbia;CO2;1988;61483.2516384
759;Central Europe;MNE;Montenegro;CO2;1988;2561.8021516
760;Central Europe;ALB;Albania;CO2;1989;7905.921454
761;OECD_Europe;AUT;Austria;CO2;1989;57113.90049
762;OECD_Europe;BEL;Belgium;CO2;1989;112803.0134
763;Central Europe;BGR;Bulgaria;CO2;1989;91701.52081
764;Central Europe;BIH;Bosnia and Herzegovina;CO2;1989;19886.13387
765;OECD_Europe;CHE;Switzerland;CO2;1989;43656.65917
766;Central Europe;CYP;Cyprus;CO2;1989;4350.866069
767;Central Europe;CZE;Czech Republic;CO2;1989;183085.6154
768;OECD_Europe;DEU;Germany;CO2;1989;1050768.962
769;OECD_Europe;DNK;Denmark;CO2;1989;51804.45824
770;OECD_Europe;ESP;Spain;CO2;1989;227250.5305
771;Central Europe;EST;Estonia;CO2;1989;32557.55933
772;OECD_Europe;FIN;Finland;CO2;1989;53888.54274
773;OECD_Europe;FRA;France;CO2;1989;390359.9802
774;OECD_Europe;GBR;United Kingdom;CO2;1989;579287.3921
775;OECD_Europe;GRC;Greece;CO2;1989;76417.3846
776;Central Europe;HRV;Croatia;CO2;1989;32908.15809
777;Central Europe;HUN;Hungary;CO2;1989;81107.82942
778;OECD_Europe;IRL;Ireland;CO2;1989;31271.07058
779;OECD_Europe;ISL;Iceland;CO2;1989;2301.34791
780;OECD_Europe;ITA;Italy;CO2;1989;423229.6896
781;Central Europe;LTU;Lithuania;CO2;1989;33117.60014
782;OECD_Europe;LUX;Luxembourg;CO2;1989;11715.82081
783;Central Europe;LVA;Latvia;CO2;1989;18984.88787
784;Central Europe;MKD;North Macedonia;CO2;1989;9951.998755
785;Central Europe;MLT;Malta;CO2;1989;2328.167796
786;OECD_Europe;NLD;Netherlands;CO2;1989;159600.5165
787;OECD_Europe;NOR;Norway;CO2;1989;36070.01006
788;Central Europe;POL;Poland;CO2;1989;447108.9
789;OECD_Europe;PRT;Portugal;CO2;1989;42566.84716
790;Central Europe;ROU;Romania;CO2;1989;214908.6729
791;Central Europe;SVK;Slovakia;CO2;1989;60438.02921
792;Central Europe;SVN;Slovenia;CO2;1989;16101.55747
793;OECD_Europe;SWE;Sweden;CO2;1989;57620.3368
794;Russia +;RUS;Russia;CO2;1989;2252950.483
795;Ukraine +;UKR;Ukraine;CO2;1989;718287.5666
796;Ukraine +;BLR;Belarus;CO2;1989;97422.20102
797;Ukraine +;MDA;Moldova;CO2;1989;31362.35538
798;Central Europe;SRB;Serbia;CO2;1989;60368.99731199999
799;Central Europe;MNE;Montenegro;CO2;1989;2515.374888
800;Central Europe;ALB;Albania;CO2;1990;6644.969301
801;OECD_Europe;AUT;Austria;CO2;1990;61559.28585
802;OECD_Europe;BEL;Belgium;CO2;1990;115808.5778
803;Central Europe;BGR;Bulgaria;CO2;1990;80052.1788
804;Central Europe;BIH;Bosnia and Herzegovina;CO2;1990;24573.1294
805;OECD_Europe;CHE;Switzerland;CO2;1990;44809.45309
806;Central Europe;CYP;Cyprus;CO2;1990;4638.500377
807;Central Europe;CZE;Czech Republic;CO2;1990;165491.9831
808;OECD_Europe;DEU;Germany;CO2;1990;1013031.618
809;OECD_Europe;DNK;Denmark;CO2;1990;52425.97525
810;OECD_Europe;ESP;Spain;CO2;1990;231818.5414
811;Central Europe;EST;Estonia;CO2;1990;39484.06886
812;OECD_Europe;FIN;Finland;CO2;1990;56221.52851
813;OECD_Europe;FRA;France;CO2;1990;385272.0254
814;OECD_Europe;GBR;United Kingdom;CO2;1990;582348.9842
815;OECD_Europe;GRC;Greece;CO2;1990;77902.24664
816;Central Europe;HRV;Croatia;CO2;1990;24943.93069
817;Central Europe;HUN;Hungary;CO2;1990;72321.11118
818;OECD_Europe;IRL;Ireland;CO2;1990;32336.44919
819;OECD_Europe;ISL;Iceland;CO2;1990;2341.671842
820;OECD_Europe;ITA;Italy;CO2;1990;426416.8562
821;Central Europe;LTU;Lithuania;CO2;1990;35121.83736
822;OECD_Europe;LUX;Luxembourg;CO2;1990;11978.42336
823;Central Europe;LVA;Latvia;CO2;1990;19618.32851
824;Central Europe;MKD;North Macedonia;CO2;1990;11189.89464
825;Central Europe;MLT;Malta;CO2;1990;2321.800387
826;OECD_Europe;NLD;Netherlands;CO2;1990;164871.0863
827;OECD_Europe;NOR;Norway;CO2;1990;36311.53412
828;Central Europe;POL;Poland;CO2;1990;371525.2294
829;OECD_Europe;PRT;Portugal;CO2;1990;44039.71407
830;Central Europe;ROU;Romania;CO2;1990;187746.8288
831;Central Europe;SVK;Slovakia;CO2;1990;60625.14593
832;Central Europe;SVN;Slovenia;CO2;1990;14988.02172
833;OECD_Europe;SWE;Sweden;CO2;1990;57139.86908
834;Russia +;RUS;Russia;CO2;1990;2436259.192
835;Ukraine +;UKR;Ukraine;CO2;1990;785544.685
836;Ukraine +;BLR;Belarus;CO2;1990;105531.6019
837;Ukraine +;MDA;Moldova;CO2;1990;31817.40175
838;Central Europe;SRB;Serbia;CO2;1990;63500.9275488
839;Central Europe;MNE;Montenegro;CO2;1990;2645.8719812000004
840;Central Europe;ALB;Albania;CO2;1991;4379.473083
841;OECD_Europe;AUT;Austria;CO2;1991;65500.43105
842;OECD_Europe;BEL;Belgium;CO2;1991;119731.225
843;Central Europe;BGR;Bulgaria;CO2;1991;64918.80245
844;Central Europe;BIH;Bosnia and Herzegovina;CO2;1991;21991.12136
845;OECD_Europe;CHE;Switzerland;CO2;1991;47124.62133
846;Central Europe;CYP;Cyprus;CO2;1991;5160.491826
847;Central Europe;CZE;Czech Republic;CO2;1991;150151.9344
848;OECD_Europe;DEU;Germany;CO2;1991;992035.304
849;OECD_Europe;DNK;Denmark;CO2;1991;63083.94488
850;OECD_Europe;ESP;Spain;CO2;1991;239520.7263
851;Central Europe;EST;Estonia;CO2;1991;36041.56626
852;OECD_Europe;FIN;Finland;CO2;1991;56906.87976
853;OECD_Europe;FRA;France;CO2;1991;410336.0977
854;OECD_Europe;GBR;United Kingdom;CO2;1991;591481.3009
855;OECD_Europe;GRC;Greece;CO2;1991;77928.59317
856;Central Europe;HRV;Croatia;CO2;1991;18173.22374
857;Central Europe;HUN;Hungary;CO2;1991;68427.42521
858;OECD_Europe;IRL;Ireland;CO2;1991;32871.55618
859;OECD_Europe;ISL;Iceland;CO2;1991;2293.536395
860;OECD_Europe;ITA;Italy;CO2;1991;425342.1315
861;Central Europe;LTU;Lithuania;CO2;1991;36975.94996
862;OECD_Europe;LUX;Luxembourg;CO2;1991;12458.92142
863;Central Europe;LVA;Latvia;CO2;1991;17990.40944
864;Central Europe;MKD;North Macedonia;CO2;1991;9898.261528
865;Central Europe;MLT;Malta;CO2;1991;2217.869875
866;OECD_Europe;NLD;Netherlands;CO2;1991;170990.2385
867;OECD_Europe;NOR;Norway;CO2;1991;33818.62701
868;Central Europe;POL;Poland;CO2;1991;369225.391
869;OECD_Europe;PRT;Portugal;CO2;1991;45482.87809
870;Central Europe;ROU;Romania;CO2;1991;152005.8842
871;Central Europe;SVK;Slovakia;CO2;1991;52659.17321
872;Central Europe;SVN;Slovenia;CO2;1991;13910.1045
873;OECD_Europe;SWE;Sweden;CO2;1991;57634.36898
874;Russia +;RUS;Russia;CO2;1991;2393527.287
875;Ukraine +;UKR;Ukraine;CO2;1991;741061.3622
876;Ukraine +;BLR;Belarus;CO2;1991;101640.4636
877;Ukraine +;MDA;Moldova;CO2;1991;25652.2827
878;Central Europe;SRB;Serbia;CO2;1991;53138.4868032
879;Central Europe;MNE;Montenegro;CO2;1991;2214.1036168
880;Central Europe;ALB;Albania;CO2;1992;2363.037223
881;OECD_Europe;AUT;Austria;CO2;1992;60509.50778
882;OECD_Europe;BEL;Belgium;CO2;1992;117627.2944
883;Central Europe;BGR;Bulgaria;CO2;1992;62021.9756
884;Central Europe;BIH;Bosnia and Herzegovina;CO2;1992;16227.68405
885;OECD_Europe;CHE;Switzerland;CO2;1992;47083.1204
886;Central Europe;CYP;Cyprus;CO2;1992;5488.349461
887;Central Europe;CZE;Czech Republic;CO2;1992;144373.6511
888;OECD_Europe;DEU;Germany;CO2;1992;938101.2735
889;OECD_Europe;DNK;Denmark;CO2;1992;57389.0322
890;OECD_Europe;ESP;Spain;CO2;1992;247751.6744
891;Central Europe;EST;Estonia;CO2;1992;26134.08866
892;OECD_Europe;FIN;Finland;CO2;1992;54090.2387
